Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
mediterranean,Mediterranean Roast Peppers,mediterranean,24.63,55.06,64.83,2022-10-16,16:53:19,0.44733018525245183,0.8492981644300479
mediterranean,Mediterranean Chicken Recipe,mediterranean,107.59,183.51,20.94,2022-10-16,16:53:19,0.5862895754999728,8.763610315186245
mediterranean,Mediterranean mince tarts,american,71.68,93.69,116.02,2022-10-16,16:53:19,0.7650763155085922,0.8075331839338046
mediterranean,Mediterranean Cheese Strata,mediterranean,97.62,128.44,84.26,2022-10-16,16:53:19,0.7600436001245718,1.5243294564443388
mediterranean,Mediterranean-Style Mushrooms,mediterranean,9.3,18.75,28.35,2022-10-16,16:53:19,0.49600000000000005,0.6613756613756614
mediterranean,Mediterranean baked fish,mediterranean,249.18,47.03,49.35,2022-10-16,16:53:19,5.298320221135445,0.9529888551165147
mediterranean,Mediterranean Spring Salad,mediterranean,39.45,79.5,29.97,2022-10-16,16:53:19,0.4962264150943397,2.6526526526526526
mediterranean,Mediterranean Herbed Rice,mediterranean,22.45,167.61,16.09,2022-10-16,16:53:19,0.1339418889087763,10.41702921068987
dash,100-Mile Dash,american,1.9,236.76,1.02,2022-10-16,20:29:20,0.008025004223686433,232.1176470588235
dash,Goulash In A Dash,french,137.31,120.32,35.92,2022-10-16,20:29:20,1.1412067819148937,3.349665924276169
dash,Garlicky Wilted Kale (with a dash of Nutmeg),american,29.41,75.78,47.8,2022-10-16,20:29:20,0.3880971232515176,1.5853556485355649
dash,Modern Cocktail No. 2 Recipe,world,0.06,18.81,0.17,2022-10-16,20:29:20,0.003189792663476874,110.64705882352939
dash,Three Dots And A Dash,american,0.51,139.67,0.0,2022-10-16,20:29:20,0.0036514641655330427,
dash,Brooklyn Cocktail recipes,world,0.02,1.06,0.0,2022-10-16,20:29:20,0.018867924528301886,
dash,Pegu,world,0.12,10.92,0.1,2022-10-16,20:29:20,0.010989010989010988,109.19999999999999
dash,Aztec Chocolate Bark,american,34.28,227.68,134.18,2022-10-16,20:29:20,0.1505621925509487,1.6968251602325235
dash,Celery Cider,mediterranean,0.07,7.07,0.08,2022-10-16,20:29:20,0.009900990099009901,88.375
dash,Spaghetti Squash with Maple Syrup and Shallots recipes,american,8.54,128.66,39.43,2022-10-16,20:29:20,0.06637649619151251,3.2629977174740046
dash,Emeril's Sazerac,world,0.09,5.2,0.02,2022-10-16,20:29:20,0.017307692307692305,260.0
dash,Al's Bloody Best,world,1.0,4.81,0.35,2022-10-16,20:29:20,0.2079002079002079,13.742857142857142
dash,My Favorite Bloody Mary,world,0.81,4.85,0.26,2022-10-16,20:29:20,0.16701030927835053,18.653846153846153
dash,The Fourth Regiment Cocktail recipes,world,0.11,1.76,0.02,2022-10-16,20:29:20,0.0625,88.0
dash,Vieux Carré Recipe,world,0.02,1.53,0.01,2022-10-16,20:29:20,0.013071895424836602,153.0
dash,The Berkeley Free Speech Cocktail,world,0.08,11.69,0.04,2022-10-16,20:29:20,0.006843455945252353,292.25
dash,Sazerac,world,0.0,4.87,0.0,2022-10-16,20:29:20,0.0,
dash,H-O-T Hot Boneless Buffalo Wings,american,274.74,32.48,228.5,2022-10-16,20:29:20,8.458743842364534,0.14214442013129103
dash,Garbo Gargle Cocktail recipes,world,0.06,6.05,0.02,2022-10-16,20:29:27,0.009917355371900827,302.5
dash,Pinnacleandreg; Sunday Funday,world,4.34,19.35,0.99,2022-10-16,20:29:27,0.2242894056847545,19.545454545454547
dash,The Red Snapper from the King Cole Bar recipes,world,0.56,2.84,0.25,2022-10-16,20:29:27,0.1971830985915493,11.36
dash,3 Delicious Ways To Roast Your Cauliflower recipes,american,2.85,15.5,1.13,2022-10-16,20:29:27,0.18387096774193548,13.716814159292037
dash,Lemon-Basil Risotto with Tomato Topping,italian,2.28,11.32,7.3,2022-10-16,20:29:27,0.20141342756183744,1.5506849315068494
dash,Green Beans with Shallots,british,22.61,103.61,15.74,2022-10-16,20:29:27,0.21822217932631985,6.582592121982211
dash,The Cool Cucumber,world,0.41,4.71,0.09,2022-10-16,20:29:27,0.0870488322717622,52.333333333333336
dash,Asparagus with Warm Vinaigrette,french,10.38,31.92,0.63,2022-10-16,20:29:27,0.325187969924812,50.66666666666667
dash,Agave Lime Chicken recipes,american,150.85,124.57,144.13,2022-10-16,20:29:27,1.210965722083969,0.8642891833761187
dash,The Ginger Side,world,0.03,5.49,0.0,2022-10-16,20:29:27,0.00546448087431694,
dash,Cuba Libre,world,0.18,9.9,0.05,2022-10-16,20:29:27,0.01818181818181818,198.0
dash,Spiced Old Fashioned,american,0.25,9.07,0.15,2022-10-16,20:29:27,0.027563395810363836,60.46666666666667
dash,Agave Lime Chicken,american,228.97,115.98,222.1,2022-10-16,20:29:27,1.9742196930505258,0.5221972084646556
dash,Love In Jalisco,world,0.05,5.45,0.05,2022-10-16,20:29:27,0.009174311926605505,109.0
dash,Biriyani,indian,284.38,496.15,245.96,2022-10-16,20:29:27,0.573173435452988,2.0171979183607087
dash,Pomegranate Chicken with Preserved Lemon and Almond Rice Pilaf Recipe,mediterranean,280.03,290.25,277.65,2022-10-16,20:29:27,0.964788975021533,1.0453808752025933
dash,Pecan Butter,american,18.36,47.61,162.93,2022-10-16,20:29:27,0.3856332703213611,0.2922113791198674
dash,La Paloma,world,0.23,3.59,0.07,2022-10-16,20:29:27,0.06406685236768803,51.28571428571428
dash,Bonus Recipe: Do the Cabbage Pack!,american,10.9,35.69,34.85,2022-10-16,20:29:33,0.30540767722051,1.0241032998565278
dash,Michelada,world,2.12,19.87,0.14,2022-10-16,20:29:33,0.10669350780070458,141.92857142857142
dash,I Love Ny Veggie Pizza,italian,51.86,169.4,30.88,2022-10-16,20:29:33,0.3061393152302243,5.4857512953367875
dash,The Ginger Side,world,0.03,5.49,0.0,2022-10-16,20:29:33,0.00546448087431694,
dash,Baked Cheese Spread,american,66.25,36.82,440.83,2022-10-16,20:29:33,1.7992938620315047,0.08352426105301364
dash,Healthy Whiskey & Ginger,world,0.11,6.38,0.04,2022-10-16,20:29:33,0.017241379310344827,159.5
dash,Maple-Gingerbread Pots de Crème,american,34.51,152.25,85.14,2022-10-16,20:29:33,0.22666666666666666,1.788231148696265
dash,Bloody Mary,world,1.08,5.44,0.36,2022-10-16,20:29:33,0.19852941176470587,15.111111111111112
dash,Easy Pot Roast,nordic,492.51,78.8,153.25,2022-10-16,20:29:33,6.2501269035533,0.5141924959216966
dash,"Garganelli Pasta with Scallops, Tomatoes and Green Beans",italian,65.15,303.67,36.05,2022-10-16,20:29:33,0.21454210162347287,8.42357836338419
dash,Bourbon Old Fashioned Recipe,british,0.0,10.42,0.0,2022-10-16,20:29:33,0.0,
dash,Jalapeño-Spiked Cherry Preserves,american,7.28,593.23,2.23,2022-10-16,20:29:33,0.012271800144969067,266.0224215246637
dash,"Potato, Leek and Parmesan Cheese Dumplings",chinese,219.19,653.27,99.29,2022-10-16,20:29:33,0.3355274235767753,6.579413838251586
dash,Old-Fashioned Cornbread Stuffing,american,62.04,264.05,147.9,2022-10-16,20:29:33,0.23495550085211134,1.7853279242731575
dash,Mezcal Paloma,world,0.06,1.25,0.01,2022-10-16,20:29:33,0.048,125.0
dash,Avocado-Sprout Toast,american,5.54,17.37,9.62,2022-10-16,20:29:33,0.31894070236039146,1.805613305613306
dash,Pepperoni Pizza Wrap,italian,50.91,31.1,84.27,2022-10-16,20:29:33,1.6369774919614146,0.3690518571259049
dash,"Peaches With Creme Fraiche, Brown Sugar, Cinnamon And Nutmeg",french,1.51,19.1,3.2,2022-10-16,20:29:33,0.07905759162303665,5.96875
dash,Men Are From Mars,world,0.27,10.65,0.1,2022-10-16,20:29:40,0.02535211267605634,106.5
dash,Crunchy Baked Fish,american,131.61,14.66,21.66,2022-10-16,20:29:40,8.9774897680764,0.6768236380424746
dash,Simple Savory Scallops,american,3.03,0.92,0.14,2022-10-16,20:29:40,3.293478260869565,6.571428571428571
dash,Karthago Cocktail,world,0.46,4.56,0.15,2022-10-16,20:29:40,0.10087719298245615,30.4
dash,Pink Pasta,italian,72.88,388.59,124.26,2022-10-16,20:29:40,0.1875498597493502,3.1272332206663442
dash,Candy Corn Milkshake,american,20.41,105.95,44.92,2022-10-16,20:29:40,0.19263803680981595,2.3586375779162956
dash,Coconut Black Beans,south east asian,60.77,177.7,92.44,2022-10-16,20:29:40,0.3419808666291503,1.9223279965382951
dash,Pasta with tuna and roasted asparagus,italian,57.42,217.37,45.53,2022-10-16,20:29:40,0.26415788747297236,4.774214803426312
dash,Spiked Eggnog,british,5.47,27.03,4.28,2022-10-16,20:29:40,0.20236773954864964,6.315420560747664
dash,Sweet Potato Hash,south american,36.91,132.92,48.02,2022-10-16,20:29:40,0.27768582606078845,2.7680133277800913
dash,Ketel One Vodka Dutch Chocolate,eastern europe,28.26,83.18,27.33,2022-10-16,20:29:40,0.33974513104111564,3.0435418953530924
dash,Mezcal Michelada,world,0.38,15.01,0.03,2022-10-16,20:29:40,0.02531645569620253,500.33333333333337
dash,Screwdriver Recipe,world,0.0,0.07,0.0,2022-10-16,20:29:40,0.0,
dash,Stuffed Shells with Creamy Tomato Parmesan Sauce,italian,315.57,424.32,326.86,2022-10-16,20:29:40,0.7437075791855203,1.298170470537845
dash,Very Merry Bourbon Alexander,american,9.27,18.46,7.19,2022-10-16,20:29:40,0.5021668472372697,2.567454798331015
dash,Milk and Honey Recipe,american,7.18,16.97,7.37,2022-10-16,20:29:40,0.4230995875073659,2.3025780189959293
dash,Carrot Gnocchi with Chard two ways,italian,64.63,207.5,139.97,2022-10-16,20:29:40,0.31146987951807226,1.4824605272558407
dash,Oven-Dried Kale,mediterranean,8.76,18.4,15.38,2022-10-16,20:29:40,0.47608695652173916,1.1963589076723016
dash,kale and cheese calzone,italian,24.56,37.88,24.28,2022-10-16,20:29:40,0.6483632523759238,1.5601317957166392
dash,Chocolate Hummus with Candied Bacon,mediterranean,91.45,177.59,193.53,2022-10-16,20:29:47,0.5149501661129569,0.9176355087066604
dash,All-Purpose Citrus Dressing,mediterranean,0.64,3.77,27.41,2022-10-16,20:29:47,0.16976127320954906,0.1375410434148121
dash,Honey Walnut Crusted Salmon,nordic,151.1,80.12,151.21,2022-10-16,20:29:47,1.885921118322516,0.5298591363005092
dash,Sriracha Bloody Mary Recipe,world,1.06,5.58,0.39,2022-10-16,20:29:47,0.1899641577060932,14.307692307692307
dash,Raw Shiitake Kale Salad recipes,mediterranean,10.38,22.63,38.08,2022-10-16,20:29:47,0.4586831639416704,0.5942752100840336
dash,Cod with Rosemary Polenta and Beans,italian,23.91,41.84,11.13,2022-10-16,20:29:47,0.5714627151051624,3.7592093441150047
dash,Pineapple Mango Salsa recipes,mexican,9.22,183.91,2.68,2022-10-16,20:29:47,0.05013321733456583,68.6231343283582
dash,Burrata Pizza,italian,72.76,130.13,59.23,2022-10-16,20:29:47,0.55913317451779,2.1970285328380887
dash,"Sweet, Spicy, Easy Green Beans",mexican,29.4,14.45,21.51,2022-10-16,20:29:47,2.0346020761245676,0.6717805671780567
dash,Scones with Currants,british,18.2,137.06,25.92,2022-10-16,20:29:47,0.13278855975485188,5.2878086419753085
dash,Double Avocado Cobb Salad,american,71.44,82.8,276.64,2022-10-16,20:29:47,0.8628019323671497,0.29930595720069403
dash,The Ultimate Ketel One Bloody Mary,world,1.35,9.04,0.41,2022-10-16,20:29:47,0.14933628318584072,22.048780487804876
dash,Carrots and Blue Cheese,american,12.18,38.19,38.32,2022-10-16,20:29:47,0.3189316575019639,0.99660751565762
dash,Raita (Indian Yogurt and Cucumber Condiment),indian,19.64,41.6,16.6,2022-10-16,20:29:47,0.4721153846153846,2.5060240963855422
dash,Roast Chicken,american,399.78,44.14,355.83,2022-10-16,20:29:47,9.057091073855911,0.12404800044965293
dash,Chicken with Mango Salsa,mexican,250.16,65.49,52.86,2022-10-16,20:29:47,3.81981981981982,1.238933030646992
dash,Dinner Tonight: Jacques Pépin's Spicy Ginger and Lemon Chicken Recipe,french,116.46,43.58,121.62,2022-10-16,20:29:47,2.672326755392382,0.35832922216740665
dash,Carrot-Thyme Soup with Cream,american,12.39,212.88,46.59,2022-10-16,20:29:53,0.05820180383314544,4.5692208628461035
dash,Crab Cakes With Green Onion And Mustard,french,49.36,17.16,7.27,2022-10-16,20:29:53,2.8764568764568765,2.360385144429161
dash,Sweet Potato & Broccoli Shepard's Pie,american,94.3,87.07,111.87,2022-10-16,20:29:53,1.0830366371884692,0.7783141145973004
dash,Macaroni and Cheese,italian,223.44,468.96,277.66,2022-10-16,20:29:53,0.4764585465711361,1.6889721241806523
dash,Roasted Pencil-thin Asparagus,american,5.82,4.76,9.29,2022-10-16,20:29:53,1.2226890756302522,0.51237890204521
dash,Sweet Potato Julius,italian,5.14,63.09,2.9,2022-10-16,20:29:53,0.0814709145664923,21.755172413793105
dash,The Rolls-Royce,world,0.21,3.35,0.03,2022-10-16,20:29:53,0.0626865671641791,111.66666666666667
dash,151 Swizzle,world,0.14,31.75,0.03,2022-10-16,20:29:53,0.004409448818897638,1058.3333333333335
dash,Three Cheese Hot Artichoke Dip,mediterranean,78.45,59.07,300.49,2022-10-16,20:29:53,1.3280853224987303,0.19657892109554395
dash,Pork Medallions with Cranberry-Onion Relish,american,75.19,59.98,45.96,2022-10-16,20:29:53,1.2535845281760587,1.305047867711053
dash,The Manchester,world,0.0,10.42,0.0,2022-10-16,20:29:53,0.0,
dash,Aperol Spritz Cocktail,world,0.29,6.1,0.02,2022-10-16,20:29:53,0.047540983606557376,305.0
dash,Fiesta Chicken Drummettes,italian,80.04,3.94,60.14,2022-10-16,20:29:53,20.314720812182742,0.06551380113069505
dash,Scallops Ceviche And Kumquats,south american,33.27,40.05,16.09,2022-10-16,20:29:53,0.8307116104868916,2.4891236793039155
dash,Emerald Cocktail,world,0.02,0.83,0.0,2022-10-16,20:29:53,0.024096385542168676,
dash,Oven-Roasted Rosemary Potatoes,mediterranean,17.94,161.41,14.76,2022-10-16,20:29:53,0.1111455300167276,10.935636856368564
dash,Swiss Chard au Gratin,french,106.11,150.75,398.24,2022-10-16,20:29:53,0.7038805970149253,0.37854057854560064
dash,Savory Zucchini Puff Pastry Tarts,french,7.77,32.46,34.39,2022-10-16,20:29:53,0.23937153419593343,0.9438790346030823
dash,Pizza in a bread bowl Recipe,italian,186.16,105.55,210.63,2022-10-16,20:30:03,1.7637138796778777,0.5011157005174951
dash,Fancy Free Recipe,french,0.01,4.62,0.04,2022-10-16,20:30:03,0.0021645021645021645,115.5
dash,The Augustus Club,world,0.12,15.56,0.08,2022-10-16,20:30:03,0.007712082262210797,194.5
dash,Green Onion and Mustard Crab Cakes,french,49.36,17.16,7.27,2022-10-16,20:30:03,2.8764568764568765,2.360385144429161
dash,Juice Marinara Recipe,south american,6.47,36.7,1.64,2022-10-16,20:30:03,0.17629427792915528,22.37804878048781
dash,The Old Hickory Cocktail Recipe,american,0.06,2.31,0.0,2022-10-16,20:30:03,0.025974025974025972,
dash,The Sherry Martini,italian,0.11,6.62,0.0,2022-10-16,20:30:03,0.01661631419939577,
dash,Southern Comfort Champagne Cocktail,world,0.2,13.04,0.1,2022-10-16,20:30:03,0.015337423312883437,130.39999999999998
dash,"Apricot, Cucumber, Pluot, and Lime Basil Salad",american,3.14,28.6,0.86,2022-10-16,20:30:03,0.10979020979020979,33.25581395348837
dash,Chickpea & Butternut Squash Soup,american,43.03,182.75,93.72,2022-10-16,20:30:03,0.23545827633378932,1.9499573196756295
dash,Apple and cabbage salad with apple molasses dressing,middle eastern,52.14,217.83,197.97,2022-10-16,20:30:03,0.239360969563421,1.1003182300348537
dash,Duck breast stuffed with dried fruits,american,22.18,299.11,44.09,2022-10-16,20:30:03,0.07415332152051085,6.784078022227262
dash,Homemade Strawberry Conserve,mediterranean,2.12,124.18,0.93,2022-10-16,20:30:03,0.017071992269286518,133.5268817204301
dash,Oysters,mediterranean,38.98,30.54,9.75,2022-10-16,20:30:03,1.2763588736083824,3.132307692307692
dash,Lemon Lavender Fizz,world,0.07,32.57,0.05,2022-10-16,20:30:03,0.0021492170709241634,651.4
dash,New Columbia Harvest,world,0.2,7.04,0.18,2022-10-16,20:30:03,0.02840909090909091,39.111111111111114
dash,Black River Pearl,world,0.08,14.18,0.08,2022-10-16,20:30:03,0.005641748942172073,177.25
dash,Broccoli Bacon Quiches,french,32.59,9.49,78.87,2022-10-16,20:30:03,3.4341412012644894,0.12032458475973119
dash,Arugula With Steak,american,183.23,9.68,134.77,2022-10-16,20:30:03,18.928719008264462,0.07182607405208874
dash,Gazpacho,mediterranean,17.5,101.58,58.73,2022-10-16,20:30:10,0.17227800748178776,1.7296100800272434
dash,Appetizer Meatballs (Frozen Meatballs),american,161.54,279.67,181.99,2022-10-16,20:30:10,0.5776093252762183,1.5367327875157977
dash,Spinach and Italian Cheese Omelet,italian,20.07,4.42,21.83,2022-10-16,20:30:10,4.540723981900452,0.20247366010077875
dash,Cucumber Gazpacho,mediterranean,5.01,32.66,54.86,2022-10-16,20:30:10,0.15339865278628292,0.5953335763762303
dash,Time for a Drink: the Gypsy Recipe,world,0.03,9.13,0.09,2022-10-16,20:30:10,0.0032858707557502733,101.44444444444446
dash,Alaska Cocktail Recipe,world,0.01,4.56,0.04,2022-10-16,20:30:10,0.002192982456140351,113.99999999999999
dash,Mom’s Blueberry Pie,american,20.57,346.14,210.47,2022-10-16,20:30:10,0.05942682151730514,1.6446049318192617
dash,Asian-Spiced Pecans,american,39.9,62.85,293.97,2022-10-16,20:30:10,0.6348448687350835,0.2137973262577814
dash,Golden Milk Tea,indian,10.18,36.91,96.75,2022-10-16,20:30:10,0.27580601463018156,0.38149870801033586
dash,Individual Chili-Cheddar Meatloaves,american,48.59,58.25,21.74,2022-10-16,20:30:10,0.8341630901287554,2.679392824287029
dash,Whiskey Ginger Recipe,british,0.0,0.08,0.0,2022-10-16,20:30:10,0.0,
dash,Eggplant Lasagna,italian,143.09,221.09,106.68,2022-10-16,20:30:10,0.6472024967207924,2.0724596925384327
dash,Fifty-Fifty Martini recipes,world,0.67,6.56,0.17,2022-10-16,20:30:10,0.10213414634146342,38.588235294117645
dash,Gin and Sin recipes,world,0.21,4.13,0.1,2022-10-16,20:30:10,0.05084745762711864,41.3
dash,Classic Baked Acorn Squash,american,3.6,71.5,11.96,2022-10-16,20:30:10,0.05034965034965035,5.978260869565217
dash,Cranberry Salsa,american,2.22,98.65,0.56,2022-10-16,20:30:10,0.02250380131779017,176.16071428571428
dash,Norwegian Wood,world,0.02,2.86,0.02,2022-10-16,20:30:10,0.006993006993006994,143.0
dash,Winter Solstice Recipe,world,0.23,4.02,0.09,2022-10-16,20:30:10,0.05721393034825872,44.666666666666664
dash,Easy Spanish Chicken Breast for 1-or more,mediterranean,23.99,1.64,10.84,2022-10-16,20:30:17,14.628048780487806,0.15129151291512916
dash,World Cup Cucumber & Lamb Sosatie,mediterranean,21.19,43.59,195.01,2022-10-16,20:30:17,0.48612066987841246,0.22352699861545564
dash,His & Hers,world,0.04,7.03,0.07,2022-10-16,20:30:17,0.005689900426742532,100.42857142857142
dash,Oven Roasted Elote,south american,71.36,136.73,141.19,2022-10-16,20:30:17,0.5219044832882324,0.9684113605779445
dash,Rum punch,british,2.0,87.01,0.52,2022-10-16,20:30:17,0.022985863693828296,167.3269230769231
dash,Edamame Crunch,south east asian,8.96,8.41,5.52,2022-10-16,20:30:17,1.065398335315101,1.5235507246376814
dash,Creamy Pesto Tiger Shrimp and Asparagus Lasagna Bundles,italian,135.94,210.92,139.86,2022-10-16,20:30:17,0.6445097667362033,1.5080795080795077
dash,Microwave Shepherds Pie,british,115.92,218.04,156.39,2022-10-16,20:30:17,0.5316455696202532,1.394206790715519
dash,Butternut Squash Puree,american,5.5,85.3,46.35,2022-10-16,20:30:17,0.06447831184056273,1.8403451995685005
dash,The Darby's Three Cheese Macaroni,american,68.24,66.5,119.84,2022-10-16,20:30:17,1.0261654135338345,0.5549065420560747
dash,Beer-Braised Pork Chops with Pears and Apples Recipe,american,172.36,144.92,123.38,2022-10-16,20:30:17,1.1893458459839914,1.1745825903712108
dash,The Ultimate Raw Taco,mexican,9.88,40.98,30.65,2022-10-16,20:30:17,0.2410932162030259,1.337030995106036
dash,The New American Omelet,french,30.4,8.98,29.77,2022-10-16,20:30:17,3.3853006681514475,0.30164595230097413
dash,Tokyo Geisha,world,0.07,5.4,0.06,2022-10-16,20:30:17,0.012962962962962963,90.00000000000001
dash,Cranberry Chicken Tagine,american,191.07,319.25,74.17,2022-10-16,20:30:17,0.5984964761158966,4.304300930295268
dash,Crustless Quiche with Goat Cheese and Scallions,french,56.1,29.92,104.26,2022-10-16,20:30:17,1.875,0.28697487051601767
dash,Homemade Cavatelli Recipe,american,159.49,342.31,128.03,2022-10-16,20:30:17,0.46592270164470806,2.6736702335390143
dash,Tropical Salad with Sriracha,south east asian,13.21,132.56,47.51,2022-10-16,20:30:17,0.09965298732649366,2.79014944222269
dash,Garlic Mashed Potatoes,american,59.21,356.0,11.8,2022-10-16,20:30:23,0.16632022471910113,30.169491525423727
dash,Sloe Gin,world,0.13,27.64,0.19,2022-10-16,20:30:23,0.004703328509406657,145.47368421052633
dash,Avocado-Tomato Open-Face Sandwich,american,5.47,19.42,8.72,2022-10-16,20:30:23,0.28166838311019565,2.2270642201834865
dash,Prescription Julep #2,american,0.54,203.77,0.12,2022-10-16,20:30:23,0.002650046621190558,1698.0833333333335
dash,Tunacado Salad,french,28.47,28.5,62.93,2022-10-16,20:30:23,0.9989473684210526,0.4528841569998411
dash,Fresh Summer Succotash,american,59.68,201.56,78.2,2022-10-16,20:30:23,0.2960904941456638,2.5774936061381073
dash,Creamy Sweet Potato Soup,chinese,19.67,91.77,4.79,2022-10-16,20:30:23,0.21434019832189172,19.15866388308977
dash,Hot Sazerac,world,0.88,16.45,0.67,2022-10-16,20:30:23,0.053495440729483285,24.55223880597015
dash,Galbi Jjim (Korean Braised Short Ribs),mediterranean,185.9,314.07,385.82,2022-10-16,20:30:23,0.5919062629350145,0.8140324503654554
dash,Ratatouille Tatin Tartlets,french,76.73,317.64,152.49,2022-10-16,20:30:23,0.24156277546908453,2.0830218374975407
dash,Apple 'Cider' Soup,american,20.42,186.74,10.57,2022-10-16,20:30:23,0.10934989825425726,17.666982024597917
dash,Lemon-Dill Orzo Pilaf,mediterranean,11.79,43.05,17.02,2022-10-16,20:30:23,0.2738675958188153,2.5293772032902466
dash,Greenpoint,world,0.03,2.7,0.02,2022-10-16,20:30:23,0.01111111111111111,135.0
dash,Blue Cheese Dressing,american,31.05,13.44,234.32,2022-10-16,20:30:23,2.310267857142857,0.05735745988391942
dash,Curried Chicken Salad with Fruit,eastern europe,135.82,99.45,50.83,2022-10-16,20:30:23,1.365711412770236,1.9565217391304348
dash,Kona Swizzle,world,1.63,31.42,0.35,2022-10-16,20:30:23,0.05187778485041374,89.77142857142859
dash,Red And Orange Pavlovas,eastern europe,14.47,165.86,60.1,2022-10-16,20:30:23,0.0872422525021102,2.7597337770382695
dash,Nicky Finn,world,0.28,3.88,0.1,2022-10-16,20:30:23,0.07216494845360825,38.8
dash,Celebration Manhattans,world,0.02,2.66,0.01,2022-10-16,20:30:23,0.007518796992481203,266.0
dash,Shamrock Shake Recipe,world,0.12,11.35,0.04,2022-10-16,20:30:30,0.010572687224669603,283.75
dash,Planter's Punch Cocktail recipes,world,0.16,2.19,0.07,2022-10-16,20:30:30,0.07305936073059362,31.28571428571428
dash,Cucumber-Coconut,mediterranean,3.91,45.97,1.09,2022-10-16,20:30:30,0.0850554709593213,42.1743119266055
dash,Icecream French Toast,french,46.42,107.64,33.22,2022-10-16,20:30:30,0.4312523225566704,3.2402167369054786
dash,New Fashioned,world,0.04,10.28,0.05,2022-10-16,20:30:30,0.003891050583657588,205.59999999999997
dash,Gin Sangria,world,1.38,34.85,0.32,2022-10-16,20:30:30,0.03959827833572453,108.90625
dash,Lemon Stinger Swizzle,mediterranean,0.12,21.88,0.07,2022-10-16,20:30:30,0.005484460694698354,312.57142857142856
dash,Rusty Nail Recipe,world,0.01,4.56,0.04,2022-10-16,20:30:30,0.002192982456140351,113.99999999999999
dash,Classic Martini,world,0.15,1.1,1.86,2022-10-16,20:30:30,0.13636363636363635,0.5913978494623656
dash,Sweet and Salty Prosciutto-Wrapped Asparagus,italian,287.78,73.74,85.09,2022-10-16,20:30:30,3.9026308652020614,0.8666118227758842
dash,Fallen Angel,world,0.02,12.59,0.09,2022-10-16,20:30:30,0.0015885623510722797,139.88888888888889
dash,Broccoli Cheese Strata,american,48.67,44.68,40.35,2022-10-16,20:30:30,1.0893017009847807,1.1073110285006196
dash,Clementini,world,1.26,17.79,0.22,2022-10-16,20:30:30,0.07082630691399663,80.86363636363636
dash,Raspberry Pops,american,10.61,53.77,9.12,2022-10-16,20:30:30,0.19732192672493953,5.895833333333334
dash,Sidecar,world,0.12,11.25,0.15,2022-10-16,20:30:30,0.010666666666666666,75.0
dash,Louis Dressing,american,3.03,21.45,182.6,2022-10-16,20:30:30,0.14125874125874124,0.11746987951807229
dash,Bourbon Maple Cider Recipe,world,2.11,54.23,0.03,2022-10-16,20:30:30,0.03890835330997603,1807.6666666666667
dash,Between The Sheets Cocktail Recipe,world,0.15,12.12,0.1,2022-10-16,20:30:30,0.012376237623762377,121.19999999999999
dash,White wine sardines with chickpeas and sliced potatoes,american,65.01,134.91,38.25,2022-10-16,20:30:37,0.48187680676006234,3.5270588235294116
dash,Pineapple Cobbler,mediterranean,0.55,14.26,0.19,2022-10-16,20:30:37,0.03856942496493689,75.05263157894737
dash,Maple Bourbon Old-Fashioned,world,0.05,11.45,0.02,2022-10-16,20:30:37,0.0043668122270742364,572.5
dash,Lillet Spritz,world,1.1,9.73,0.26,2022-10-16,20:30:37,0.1130524152106886,37.42307692307693
dash,Gabriella's Farmer Cheese Gnocchi,italian,66.49,63.92,28.47,2022-10-16,20:30:37,1.0402065081351688,2.245170354759396
dash,Liquid Autumn,world,0.61,11.66,0.17,2022-10-16,20:30:37,0.0523156089193825,68.58823529411764
dash,Torino,world,0.06,2.37,0.0,2022-10-16,20:30:37,0.02531645569620253,
dash,Squash and Sweet Potato Croquettes,french,13.05,70.28,17.24,2022-10-16,20:30:37,0.185685828116107,4.076566125290023
dash,Stuffed Mushrooms,american,70.69,164.03,70.38,2022-10-16,20:30:37,0.43095775163079925,2.330633702756465
dash,Maple Old-Fashioned,american,0.0,4.46,0.0,2022-10-16,20:30:37,0.0,
dash,Piping Plum Recipe,american,0.05,20.01,0.13,2022-10-16,20:30:37,0.0024987506246876563,153.92307692307693
dash,Bobby Axelrod,world,0.03,0.22,0.34,2022-10-16,20:30:37,0.13636363636363635,0.6470588235294117
dash,Cauliflower Soup,american,26.69,18.64,34.75,2022-10-16,20:30:37,1.4318669527896997,0.5364028776978418
dash,Time for a Drink: Bijou Cocktail Recipe,world,0.05,9.9,0.09,2022-10-16,20:30:37,0.005050505050505051,110.00000000000001
dash,Day At The Beach by LaPlaya Beach & Golf Resort,world,0.53,23.58,0.24,2022-10-16,20:30:37,0.022476675148430877,98.25
dash,Zelma's Punch,french,2.69,25.53,1.3,2022-10-16,20:30:37,0.1053662358010184,19.638461538461538
dash,Velveeta Tuna Shell Casserole,american,135.24,160.67,75.9,2022-10-16,20:30:37,0.841725275409224,2.1168642951251644
dash,El Guapo Cocktail Recipe With Mezcal recipes,world,0.5,20.54,0.11,2022-10-16,20:30:37,0.024342745861733205,186.72727272727272
dash,Very Rustic Custard Tart with Guava Sauce,american,56.23,184.04,62.54,2022-10-16,20:30:37,0.30553140621603997,2.942756635753118
